latitude,longitude,city,iyear,attacktype1_txt,nkill
12.366269,13.828872,Marte,2014,Hostage Taking (Kidnapping),6.0
12.366269,13.828872,Marte district,2014,Hostage Taking (Kidnapping),4.0
12.041981,13.917299,Dikwa,2014,Armed Assault,6.0
12.041981,13.917299,Dikwa,2014,Armed Assault,5.0
6.524379,3.379206,Lagos,2014,Bombing/Explosion,0.0
10.967272,13.665693,Liman Kara,2014,Bombing/Explosion,0.0
10.03715,8.993774,Tilden Fulani,2014,Armed Assault,3.0
11.247069,12.01246,Buni Yadi,2014,Hostage Taking (Kidnapping),2.0
11.22223,13.783822,Pulka,2014,Armed Assault,0.0
10.890928,13.627589,Madagali,2014,Hostage Taking (Kidnapping),3.0
10.523379,7.401638,Kaduna,2014,Armed Assault,1.0
11.827268,9.567787,Sabon Garin Hyanbula,2014,Facility/Infrastructure Attack,0.0
7.986876,10.9807,Nbishu,2014,Armed Assault,10.0
7.986876,10.9807,Wumban,2014,Armed Assault,10.0
11.840929,13.141459,Gamboru,2014,Bombing/Explosion,21.0
11.134722,13.876944,Ashigashia,2014,Armed Assault,3.0
11.840929,13.141459,Gamboru,2014,Bombing/Explosion,0.0
12.240744,9.907712,Keffin Hausa,2014,Unknown,6.0
10.158959,8.133856,Ungwan Malam,2014,Armed Assault,1.0
10.623757,12.188263,Mirga,2014,Facility/Infrastructure Attack,0.0
10.61126,12.492807,Jibwhiwhui,2014,Armed Assault,7.0
10.61126,12.492807,Jibwhiwhui,2014,Armed Assault,7.0
10.313611,9.764167,Wunti Dada,2014,Armed Assault,3.0
4.858077,6.920913,Not Specified,2014,Hostage Taking (Kidnapping),0.0
10.406074,12.567006,Kotera,2014,Armed Assault,5.0
11.526846,13.69271,Bama,2014,Armed Assault,59.0
7.878039,9.778718,Wukari,2014,Armed Assault,47.0
10.068966,9.126918,Magama Gumau,2014,Armed Assault,2.0
8.198372,8.295129,Kampani,2014,Armed Assault,15.0
8.547469,7.7118,Abulagu,2014,Armed Assault,15.0
8.616905,8.210424,Fadama-Bona,2014,Armed Assault,15.0
6.452806,7.511849,Enugu,2014,Assassination,1.0
8.748012,7.835731,Gidan Adamu Mai-Akuya,2014,Armed Assault,6.0
10.806326,13.458091,Gulak,2014,Hostage Taking (Kidnapping),0.0
4.850335,6.490463,Okolomabo,2014,Hostage Taking (Kidnapping),0.0
4.736903,7.265873,Not Specified,2014,Hostage Taking (Kidnapping),0.0
9.460844,9.882426,Lamba Gyambar,2014,Armed Assault,6.0
10.906252,12.089171,Buratai,2014,Armed Assault,21.0
10.568346,13.320896,Bazza,2014,Armed Assault,24.0
10.616191,13.42228,Michika,2014,Unknown,0.0
10.56771,13.321011,Bazza,2014,Unknown,0.0
6.578695,3.321114,Lagos,2014,Unarmed Assault,0.0
12.003485,6.418151,Fegin Mahe,2014,Hostage Taking (Kidnapping),2.0
12.275292,6.929635,Wonaka,2014,Hostage Taking (Kidnapping),2.0
12.099732,6.677902,Fegin Kanaya,2014,Hostage Taking (Kidnapping),2.0
12.166918,6.674397,Dingwai,2014,Hostage Taking (Kidnapping),2.0
12.166918,6.674397,Kyankyashe,2014,Hostage Taking (Kidnapping),2.0
12.258311,6.967994,Fura Girke,2014,Hostage Taking (Kidnapping),2.0
12.101014,6.724175,Lafiya,2014,Hostage Taking (Kidnapping),1.0
12.404778,6.614351,Akuzo,2014,Hostage Taking (Kidnapping),1.0
12.160847,6.667382,Nawaje,2014,Hostage Taking (Kidnapping),1.0
12.091664,6.681905,Doka,2014,Hostage Taking (Kidnapping),1.0
12.18225,6.919159,Unguwar Mata,2014,Hostage Taking (Kidnapping),1.0
12.090819,6.687795,Gundungyal,2014,Hostage Taking (Kidnapping),1.0
12.083987,6.977123,Totari,2014,Hostage Taking (Kidnapping),1.0
10.510803,12.334064,Debiro,2014,Facility/Infrastructure Attack,0.0
10.50824,12.330578,Shaffa,2014,Unknown,3.0
11.655408,13.412932,Konduga,2014,Armed Assault,81.0
11.475219,13.008511,Ngom,2014,Armed Assault,41.0
10.806326,13.458091,Gulak,2014,Hostage Taking (Kidnapping),0.0
7.55066,6.233911,Okene,2014,Armed Assault,0.0
9.27114,8.942915,Mbar,2014,Armed Assault,5.0
7.913514,10.064535,Tunari,2014,Armed Assault,20.0
11.655408,13.412932,Konduga,2014,Armed Assault,201.0
11.974328,8.50026,Kano,2014,Bombing/Explosion,17.0
10.277398,8.271002,Fadan Karshi,2014,Armed Assault,12.0
10.470701,7.779848,Karshi Daji,2014,Armed Assault,30.0
9.59995,7.984655,Unguwan Ganye,2014,Armed Assault,2.0
10.282496,8.269628,Fadan Karshi,2014,Armed Assault,1.0
10.890928,13.627589,Madagali,2014,Unknown,5.0
11.829979,12.630177,Mainok,2014,Armed Assault,34.0
7.510151,6.478888,Adogo,2014,Bombing/Explosion,0.0
12.672917,13.616014,Monguno,2014,Armed Assault,9.0
8.428727,8.27837,Gidan-Gambo,2014,Armed Assault,10.0
7.031136,7.777072,Efeche-Idobe,2014,Hostage Taking (Kidnapping),1.0
7.362729,9.106825,Efeche-Aiona,2014,Facility/Infrastructure Attack,0.0
7.184948,9.047396,Odokpo-Okpoga,2014,Facility/Infrastructure Attack,0.0
7.041013,7.809496,Okpokwu district,2014,Facility/Infrastructure Attack,0.0
10.50824,12.330578,Shaffa,2014,Armed Assault,6.0
10.50095,12.356178,Shindiffu,2014,Armed Assault,6.0
10.485807,12.356241,Tiraku,2014,Facility/Infrastructure Attack,6.0
11.655408,13.412932,Konduga,2014,Armed Assault,0.0
7.616445,5.229451,Ado-Ekiti,2014,Assassination,1.0
11.655408,13.412932,Konduga,2014,Armed Assault,0.0
7.009482,9.492837,Tse Shima,2014,Hostage Taking (Kidnapping),4.0
8.828393,8.674307,Arikya,2014,Armed Assault,10.0
8.513991,8.624032,Anshangwa,2014,Armed Assault,10.0
4.86885,6.944967,Not Specified,2014,Hostage Taking (Kidnapping),0.0
10.650107,13.2968,Kubi,2014,Hostage Taking (Kidnapping),20.0
10.605537,13.372001,Watu,2014,Hostage Taking (Kidnapping),20.0
11.08477,13.692086,Gwoza,2014,Hostage Taking (Kidnapping),3.0
9.52996,8.704706,Lwa,2014,Armed Assault,7.0
9.504524,8.704164,Dum,2014,Armed Assault,2.0
9.516667,8.7,Bachit,2014,Armed Assault,1.0
9.516667,8.7,Bachit,2014,Armed Assault,3.0
10.674586,13.29523,Kuborshosho,2014,Unknown,24.0
10.64962,13.300859,Kubi,2014,Unknown,23.0
10.645108,13.484032,Garta,2014,Unknown,23.0
11.763937,12.263129,Ngamdu,2014,Hostage Taking (Kidnapping),7.0
13.100855,12.517024,Mobbar,2014,Assassination,0.0
12.154659,11.77422,Biriri,2014,Hostage Taking (Kidnapping),0.0
9.93223,8.88527,Jos,2014,Armed Assault,2.0
6.54381,5.898714,Not Specified,2014,Assassination,0.0
9.551679,8.752699,Rim,2014,Armed Assault,1.0
6.336345,5.62175,Benin City,2014,Armed Assault,0.0
9.584206,8.713707,Riyom district,2014,Armed Assault,6.0
9.466667,8.683333,Afang,2014,Armed Assault,3.0
9.584206,8.713707,Riyom district,2014,Armed Assault,1.0
9.584206,8.713707,Riyom district,2014,Armed Assault,0.0
9.584206,8.713707,Riyom district,2014,Armed Assault,3.0
4.815554,7.049844,Port Harcourt,2014,Assassination,0.0
8.366667,8.766667,Obi district,2014,Armed Assault,4.0
8.491997,8.521441,Lafia,2014,Armed Assault,0.0
9.533333,8.7,Bangai,2014,Armed Assault,0.0
9.533333,8.7,Bangai,2014,Armed Assault,2.0
10.760664,13.314555,Maikadiri,2014,Armed Assault,30.0
10.50822,12.330617,Shaffa,2014,Hostage Taking (Kidnapping),8.0
10.508242,12.330639,Hawul district,2014,Armed Assault,8.0
10.645108,13.484032,Garta,2014,Hostage Taking (Kidnapping),0.0
10.621389,13.389722,Pina,2014,Armed Assault,0.0
10.264033,12.902482,Waga Mangoro,2014,Hostage Taking (Kidnapping),0.0
6.336345,5.62175,Benin City,2014,Bombing/Explosion,0.0
11.509748,12.978912,Sabon Gida,2014,Unknown,0.0
7.910436,9.60173,Sondi,2014,Armed Assault,7.0
11.151905,12.758704,Damboa,2014,Armed Assault,25.0
8.078611,9.789167,Gidin Waya,2014,Armed Assault,2.0
11.941667,13.855,Gawa,2014,Unknown,5.0
11.151905,12.758704,Damboa,2014,Armed Assault,1.0
8.529311,8.496434,Kampany,2014,Armed Assault,11.0
8.533827,8.299219,Bakun Allu,2014,Armed Assault,10.0
11.509748,12.978912,Pelachiroma,2014,Armed Assault,4.0
11.674167,10.191111,Azare,2014,Bombing/Explosion,8.0
9.237555,12.465525,Waga Mangoro,2014,Hostage Taking (Kidnapping),0.0
12.002027,13.53703,Ndongo,2014,Hostage Taking (Kidnapping),17.0
5.562259,5.780003,Effurun,2014,Facility/Infrastructure Attack,0.0
10.733352,12.149605,Miringa,2014,Armed Assault,5.0
8.491997,8.521441,Lafia,2014,Hostage Taking (Kidnapping),0.0
12.923945,13.564097,Kukawa,2014,Bombing/Explosion,3.0
8.547469,7.7118,Abulagu,2014,Armed Assault,2.0
8.537709,8.159247,Wayo,2014,Armed Assault,1.0
7.935,9.875556,Gidan Idi,2014,Armed Assault,5.0
10.456049,13.222128,Uba,2014,Armed Assault,0.0
10.266671,13.266668,Mubi,2014,Armed Assault,0.0
9.37394,12.51175,Vimtim,2014,Facility/Infrastructure Attack,1.0
4.815554,7.049844,Port Harcourt,2014,Facility/Infrastructure Attack,0.0
10.286653,11.163861,Gombe,2014,Bombing/Explosion,7.0
11.974328,8.50026,Kano,2014,Armed Assault,0.0
8.5983,8.849614,Assakio,2014,Armed Assault,8.0
10.454949,13.227032,Uba,2014,Bombing/Explosion,18.0
8.699823,7.982974,Gidan Gambo,2014,Armed Assault,2.0
8.75392,7.964677,Abaagu,2014,Facility/Infrastructure Attack,2.0
8.33074,8.695979,Atabela,2014,Facility/Infrastructure Attack,2.0
8.6,8.85,Assakio,2014,Facility/Infrastructure Attack,1.0
8.622652,7.972258,Assahangwa,2014,Facility/Infrastructure Attack,1.0
8.973316,7.987165,Adamu Agyo,2014,Facility/Infrastructure Attack,1.0
8.460129,8.200711,Ikposogye,2014,Facility/Infrastructure Attack,1.0
8.369124,8.770864,Lega Obi,2014,Facility/Infrastructure Attack,1.0
8.914713,7.889945,Tudun Adabu,2014,Facility/Infrastructure Attack,1.0
8.367092,8.773017,Mararaba Obi,2014,Facility/Infrastructure Attack,1.0
8.317161,8.850562,Agwatashi,2014,Facility/Infrastructure Attack,1.0
8.449676,8.702425,Deddere,2014,Facility/Infrastructure Attack,1.0
9.032764,7.61652,Agwan Mamman,2014,Facility/Infrastructure Attack,1.0
9.030978,7.612506,Agwan Hamidu,2014,Facility/Infrastructure Attack,1.0
8.557723,8.323024,Agwan Sule,2014,Facility/Infrastructure Attack,1.0
8.358392,8.667524,Ome,2014,Facility/Infrastructure Attack,1.0
8.973316,7.987165,Adamu Agyo Fadama Buna,2014,Facility/Infrastructure Attack,1.0
7.78811,6.729729,Lokoja,2014,Bombing/Explosion,1.0
5.787297,6.459671,Umuachi Afor,2014,Hostage Taking (Kidnapping),1.0
11.704399,11.088539,Potiskum,2014,Bombing/Explosion,31.0
11.095833,11.3325,Nafada,2014,Armed Assault,0.0
11.095833,11.3325,Nafada,2014,Armed Assault,3.0
11.095833,11.3325,Nafada,2014,Armed Assault,2.0
11.095833,11.3325,Nafada,2014,Armed Assault,2.0
10.885779,11.516403,Ashaka,2014,Armed Assault,0.0
11.095833,11.3325,Nafada,2014,Armed Assault,2.0
11.095833,11.3325,Nafada,2014,Armed Assault,2.0
10.266667,13.266667,Mubi,2014,Hostage Taking (Kidnapping),0.0
13.251211,13.196049,Malam Fatori,2014,Armed Assault,0.0
13.251211,13.196049,Malam Fatori,2014,Armed Assault,21.0
10.172094,12.975928,Gashala,2014,Armed Assault,1.0
11.674167,10.191111,Azare,2014,Bombing/Explosion,8.0
8.816667,8.683333,Arikya-Soni,2014,Armed Assault,32.0
8.914713,7.889945,Tudun Adabu,2014,Armed Assault,1.0
9.227112,12.585407,Fufore,2014,Hostage Taking (Kidnapping),0.0
11.704399,11.088539,Potiskum,2014,Bombing/Explosion,48.0
10.403382,5.472456,Kontagora,2014,Bombing/Explosion,1.0
10.869205,12.847621,Chibok,2014,Armed Assault,0.0
11.083983,13.693092,Gwoza,2014,Unknown,16.0
11.963365,8.57773,Kano,2014,Bombing/Explosion,7.0
11.674167,10.191111,Azare,2014,Bombing/Explosion,11.0
11.037222,12.266389,Hong,2014,Facility/Infrastructure Attack,0.0
8.585361,8.319978,Alakyo,2014,Armed Assault,0.0
10.658924,12.462032,Dalwa,2014,Hostage Taking (Kidnapping),0.0
5.52893,7.493002,Umuahia,2014,Hostage Taking (Kidnapping),0.0
9.613889,6.556944,Minna,2014,Armed Assault,0.0
10.286653,11.163861,Gombe,2014,Bombing/Explosion,1.0
11.923862,13.603077,Azaya Kura,2014,Armed Assault,45.0
13.117918,13.85869,Doron Baga,2014,Hostage Taking (Kidnapping),48.0
8.396272,8.360304,Aluaza,2014,Assassination,1.0
8.231625,8.52712,Gidan Dogo,2014,Facility/Infrastructure Attack,0.0
13.101662,12.509746,Damasak,2014,Armed Assault,50.0
11.883148,12.805725,Kamtahi,2014,Facility/Infrastructure Attack,10.0
11.763678,13.149293,Galtimari,2014,Facility/Infrastructure Attack,10.0
11.840929,13.141459,Maiduguri,2014,Bombing/Explosion,4.0
11.840929,13.141459,Maiduguri,2014,Bombing/Explosion,65.0
10.34782,13.325363,Marabar-Mubi,2014,Bombing/Explosion,40.0
12.885692,12.508085,Kareto,2014,Bombing/Explosion,30.0
11.974328,8.50026,Kano,2014,Bombing/Explosion,122.0
11.840929,13.141459,Maiduguri,2014,Bombing/Explosion,0.0
8.570087,8.259993,Buku,2014,Armed Assault,2.0
10.223531,12.062983,Shani,2014,Armed Assault,0.0
7.620133,5.222494,Ado-Ekiti,2014,Bombing/Explosion,1.0
10.686124,13.269234,Lassa,2014,Armed Assault,0.0
11.840929,13.141459,Maiduguri,2014,Bombing/Explosion,4.0
11.840929,13.141459,Maiduguri,2014,Bombing/Explosion,3.0
11.74464,11.970257,Damaturu,2014,Hostage Taking (Kidnapping),61.0
11.974328,8.50026,Kano,2014,Bombing/Explosion,0.0
11.655408,13.412932,Konduga,2014,Armed Assault,51.0
11.840929,13.141459,Maiduguri,2014,Bombing/Explosion,0.0
8.582583,8.817094,Ashige,2014,Armed Assault,9.0
11.655408,13.412932,Konduga,2014,Bombing/Explosion,0.0
10.686124,13.269234,Lassa,2014,Hostage Taking (Kidnapping),0.0
10.850832,11.431111,Bajoga,2014,Armed Assault,24.0
11.582198,13.003731,Ashaka,2014,Armed Assault,0.0
9.932665,8.885476,Jos,2014,Bombing/Explosion,0.0
11.840929,13.141459,Maiduguri,2014,Bombing/Explosion,0.0
11.974328,8.50026,Kano,2014,Bombing/Explosion,6.0
12.251903,13.105755,Gajiganna,2014,Armed Assault,11.0
9.932665,8.885476,Jos,2014,Bombing/Explosion,20.0
9.932665,8.885476,Jos,2014,Bombing/Explosion,19.0
11.974328,8.50026,Kano,2014,Bombing/Explosion,0.0
11.974328,8.50026,Kano,2014,Bombing/Explosion,0.0
9.932383,8.883321,Jos,2014,Bombing/Explosion,0.0
11.053073,12.807238,Gumsuri,2014,Hostage Taking (Kidnapping),47.0
12.541479,13.776426,Madari,2014,Hostage Taking (Kidnapping),10.0
10.903879,7.481392,Ungwan Dauda,2014,Armed Assault,5.0
11.391125,12.909138,Bulabulin,2014,Armed Assault,51.0
7.921428,10.740838,Sabon Gida Shagogo,2014,Armed Assault,10.0
11.678056,11.335278,Damagun,2014,Bombing/Explosion,0.0
11.151905,12.758704,Damboa,2014,Armed Assault,35.0
11.156426,13.715018,Bayan-Dutse,2014,Hostage Taking (Kidnapping),11.0
11.050256,13.805895,Dhimankara,2014,Hostage Taking (Kidnapping),10.0
11.163683,13.710289,Ville,2014,Hostage Taking (Kidnapping),10.0
10.990133,13.728057,Kuranabasa,2014,Hostage Taking (Kidnapping),10.0
11.158864,13.663927,Gudugum,2014,Hostage Taking (Kidnapping),10.0
10.286653,11.163861,Gombe,2014,Bombing/Explosion,20.0
10.316514,9.846587,Bauchi,2014,Bombing/Explosion,6.0
12.893052,11.927475,Geidam,2014,Armed Assault,5.0
10.850832,11.431111,Bajoga,2014,Bombing/Explosion,1.0
9.198484,8.542459,Tattaura,2014,Armed Assault,10.0
10.738403,12.250923,Chikwarkir,2014,Bombing/Explosion,7.0
10.865666,12.975619,Kautikiri,2014,Armed Assault,15.0
11.347818,11.290034,Maiduwa,2014,Bombing/Explosion,6.0
10.286653,11.163861,Gombe,2014,Bombing/Explosion,1.0
9.488018,9.044495,Kantoma,2014,Hostage Taking (Kidnapping),2.0
11.175928,13.582191,Malari,2014,Hostage Taking (Kidnapping),0.0
10.286653,11.163861,Gombe,2015,Bombing/Explosion,1.0
9.228089,8.460458,Ambe Madaki,2015,Armed Assault,15.0
9.410207,9.21093,Shurun,2015,Armed Assault,10.0
9.636866,8.499615,Kaura district,2015,Assassination,1.0
12.107451,11.754643,Babban Gida,2015,Armed Assault,0.0
13.095123,13.818728,Baga,2015,Armed Assault,35.0
12.992768,13.72156,Kauyen Kuros,2015,Armed Assault,9.0
12.922965,13.563938,Kukawa district,2015,Armed Assault,9.0
12.922965,13.563938,Kukawa district,2015,Armed Assault,9.0
13.120723,13.86245,Doron Baga,2015,Armed Assault,9.0
13.120905,13.876099,Bundaram,2015,Armed Assault,9.0
4.699885,7.42277,Khana district,2015,Armed Assault,0.0
10.286653,11.163861,Gombe,2015,Assassination,0.0
13.095123,13.818728,Baga,2015,Hostage Taking (Kidnapping),7.0
11.562116,11.91629,Bujimirum,2015,Hostage Taking (Kidnapping),25.0
13.120723,13.86245,Doron Baga,2015,Armed Assault,7.0
12.922965,13.563938,Kukawa district,2015,Armed Assault,7.0
12.922965,13.563938,Kukawa district,2015,Armed Assault,7.0
12.96309,13.60899,Kauyen Kuros,2015,Armed Assault,6.0
13.120905,13.876099,Bundaram,2015,Armed Assault,6.0
12.922965,13.563938,Kukawa district,2015,Armed Assault,6.0
12.922965,13.563938,Kukawa district,2015,Armed Assault,6.0
12.922965,13.563938,Kukawa district,2015,Armed Assault,6.0
12.922965,13.563938,Kukawa district,2015,Armed Assault,6.0
12.922965,13.563938,Kukawa district,2015,Armed Assault,6.0
12.922965,13.563938,Kukawa district,2015,Armed Assault,6.0
12.922965,13.563938,Kukawa district,2015,Armed Assault,6.0
12.922965,13.563938,Kukawa district,2015,Armed Assault,6.0
12.922965,13.563938,Kukawa district,2015,Armed Assault,6.0
12.922965,13.563938,Kukawa district,2015,Armed Assault,6.0
10.722753,13.07357,Mussa,2015,Armed Assault,20.0
10.655179,12.907412,Burga,2015,Armed Assault,6.0
11.74464,11.970257,Damaturu,2015,Bombing/Explosion,0.0
10.656526,12.902829,Askira Uba,2015,Unknown,0.0
11.840929,13.141459,Maiduguri,2015,Bombing/Explosion,20.0
11.704399,11.088539,Potiskum,2015,Bombing/Explosion,2.0
11.704399,11.088539,Potiskum,2015,Bombing/Explosion,3.0
11.704399,11.088539,Potiskum,2015,Bombing/Explosion,3.0
11.655408,13.412932,Konduga,2015,Armed Assault,0.0
4.74159,7.08488,Okrika,2015,Bombing/Explosion,0.0
6.333346,8.1,Abakaliki,2015,Unknown,0.0
6.535695,8.023253,Ohaukwu district,2015,Armed Assault,0.0
6.535695,8.023253,Ohaukwu district,2015,Armed Assault,0.0
10.657376,12.906142,Askira,2015,Bombing/Explosion,0.0
4.9073,6.301048,Azikoro,2015,Hostage Taking (Kidnapping),0.0
10.286653,11.163861,Gombe,2015,Bombing/Explosion,3.0
12.164619,6.683263,Not Specified,2015,Armed Assault,107.0
6.333346,8.1,Abakaliki,2015,Bombing/Explosion,0.0
10.61285,12.19458,Biu,2015,Bombing/Explosion,41.0
10.446327,12.118483,Azare,2015,Facility/Infrastructure Attack,0.0
4.955535,6.638462,Abua,2015,Armed Assault,0.0
4.484502,7.414698,Ngo,2015,Bombing/Explosion,0.0
10.286653,11.163861,Gombe,2015,Bombing/Explosion,6.0
12.164619,6.683263,Not Specified,2015,Armed Assault,0.0
7.617529,5.218357,Ado Ekiti,2015,Hostage Taking (Barricade Incident),0.0
7.657065,9.772456,Igo,2015,Armed Assault,2.0
11.704399,11.088539,Potiskum,2015,Bombing/Explosion,5.0
10.221944,9.398889,Nabordo,2015,Armed Assault,2.0
9.361746,12.55149,Dzagula,2015,Armed Assault,0.0
9.711994,8.558519,Bondong,2015,Armed Assault,1.0
7.873037,9.778034,Sontyo,2015,Armed Assault,11.0
11.885962,12.801891,Kambari,2015,Armed Assault,15.0
10.317786,9.846879,Bauchi,2015,Facility/Infrastructure Attack,0.0
4.741798,7.08392,Okrika,2015,Bombing/Explosion,0.0
10.646673,13.45252,Mbororo,2015,Hostage Taking (Kidnapping),25.0
10.62209,13.389978,Shahu,2015,Hostage Taking (Kidnapping),15.0
10.630174,13.431604,Liddle,2015,Hostage Taking (Kidnapping),15.0
10.633384,13.486643,Garta,2015,Hostage Taking (Kidnapping),15.0
10.629712,13.538878,Kamale,2015,Hostage Taking (Kidnapping),15.0
10.622303,13.396465,Ghumci,2015,Hostage Taking (Kidnapping),15.0
6.444119,7.502617,Ohanaeze Ndigbo,2015,Bombing/Explosion,0.0
12.672912,13.616014,Monguno,2015,Armed Assault,0.0
11.840929,13.141459,Maiduguri,2015,Armed Assault,33.0
11.840929,13.141459,Maiduguri,2015,Armed Assault,32.0
11.655408,13.412932,Konduga,2015,Unknown,0.0
7.832584,7.869175,Abogbe,2015,Armed Assault,8.0
7.86797,8.09553,Okololo,2015,Armed Assault,3.0
7.832584,7.869175,Ochonlonya,2015,Armed Assault,2.0
7.894399,7.785072,Ogwule,2015,Armed Assault,4.0
10.619694,13.38658,Michika,2015,Armed Assault,0.0
9.837465,8.404484,Yangal Fadan,2015,Armed Assault,8.0
7.875101,9.778548,Nwonko,2015,Armed Assault,27.0
7.715104,9.230054,Chembe,2015,Armed Assault,2.0
7.560784,9.091568,Tsemue,2015,Armed Assault,2.0
7.42571,8.82536,Ifer,2015,Armed Assault,2.0
7.66176,8.4828,Mgbekpa,2015,Armed Assault,2.0
7.16403,9.34136,Oragbai,2015,Armed Assault,1.0
10.286653,11.163861,Gombe,2015,Bombing/Explosion,2.0
10.286653,11.163861,Gombe,2015,Bombing/Explosion,4.0
11.704399,11.088539,Potiskum,2015,Bombing/Explosion,8.0
11.840929,13.141459,Maiduguri,2015,Armed Assault,21.0
11.840929,13.141459,Maiduguri,2015,Armed Assault,21.0
11.840929,13.141459,Maiduguri,2015,Armed Assault,20.0
11.840929,13.141459,Maiduguri,2015,Armed Assault,20.0
12.19103,13.091964,Tungushe,2015,Armed Assault,101.0
10.286653,11.163861,Gombe,2015,Bombing/Explosion,2.0
4.83996,7.050104,Port Harcourt,2015,Bombing/Explosion,0.0
5.056759,6.923597,Isokpo,2015,Bombing/Explosion,0.0
4.756612,6.766478,Degema,2015,Bombing/Explosion,0.0
4.532813,6.403743,Nembe district,2015,Armed Assault,3.0
12.041986,13.917299,Dikwa,2015,Unknown,0.0
13.095122,13.818728,Baga,2015,Unknown,0.0
11.635543,14.10522,Mungle,2015,Unknown,0.0
4.727082,7.152093,Onne,2015,Armed Assault,2.0
11.151905,12.758704,Damboa,2015,Armed Assault,40.0
11.518889,13.684167,Bama district,2015,Hostage Taking (Kidnapping),0.0
12.562439,10.925608,Katamma,2015,Hostage Taking (Kidnapping),1.0
7.818611,9.245278,Anyiin,2015,Armed Assault,1.0
7.689167,9.250278,Logo district,2015,Armed Assault,1.0
7.689167,9.250278,Logo district,2015,Armed Assault,1.0
7.689167,9.250278,Logo district,2015,Armed Assault,1.0
7.689167,9.250278,Logo district,2015,Armed Assault,1.0
7.689167,9.250278,Logo district,2015,Armed Assault,1.0
7.689167,9.250278,Logo district,2015,Armed Assault,1.0
7.689167,9.250278,Logo district,2015,Armed Assault,1.0
7.689167,9.250278,Logo district,2015,Armed Assault,1.0
7.689167,9.250278,Logo district,2015,Armed Assault,1.0
7.689167,9.250278,Logo district,2015,Armed Assault,1.0
7.689167,9.250278,Logo district,2015,Armed Assault,1.0
7.689167,9.250278,Logo district,2015,Armed Assault,1.0
7.689167,9.250278,Logo district,2015,Armed Assault,1.0
7.689167,9.250278,Logo district,2015,Armed Assault,1.0
7.689167,9.250278,Logo district,2015,Armed Assault,1.0
7.689167,9.250278,Logo district,2015,Armed Assault,1.0
7.689167,9.250278,Logo district,2015,Armed Assault,1.0
7.689167,9.250278,Logo district,2015,Armed Assault,0.0
7.689167,9.250278,Logo district,2015,Armed Assault,0.0
7.689167,9.250278,Logo district,2015,Armed Assault,0.0
7.689167,9.250278,Logo district,2015,Armed Assault,0.0
7.689167,9.250278,Logo district,2015,Armed Assault,0.0
7.689167,9.250278,Logo district,2015,Armed Assault,0.0
7.500569,9.606301,Ukum district,2015,Armed Assault,5.0
7.832584,7.869175,Agatu district,2015,Unknown,5.0
12.359468,14.210929,Gambaru,2015,Armed Assault,14.0
11.704399,11.088539,Potiskum,2015,Bombing/Explosion,1.0
10.611012,12.195089,Biu,2015,Bombing/Explosion,8.0
11.930234,13.242173,Jere district,2015,Bombing/Explosion,11.0
12.040133,13.250507,Mbuta,2015,Bombing/Explosion,9.0
9.159633,7.338608,Kubwa,2015,Armed Assault,0.0
10.304167,11.498889,Hinna,2015,Armed Assault,13.0
10.289444,11.499444,Dadin Kowa,2015,Bombing/Explosion,13.0
10.316389,11.354722,Zambuk,2015,Armed Assault,12.0
10.286653,11.163861,Gombe,2015,Armed Assault,12.0
7.55,6.233333,Adavi district,2015,Hostage Taking (Kidnapping),0.0
11.74464,11.970257,Damaturu,2015,Bombing/Explosion,11.0
10.648618,12.906913,Askira,2015,Facility/Infrastructure Attack,0.0
9.537222,8.8925,Barakin Ladi,2015,Assassination,1.0
10.648618,12.906913,Askira,2015,Armed Assault,0.0
10.658056,12.162778,Yamarkumi,2015,Bombing/Explosion,13.0
11.704399,11.088539,Potiskum,2015,Bombing/Explosion,3.0
4.74,7.083,Okrika,2015,Bombing/Explosion,1.0
11.840929,13.141459,Maiduguri,2015,Armed Assault,13.0
10.431155,13.004862,Gaya,2015,Hostage Taking (Kidnapping),10.0
10.690026,12.971056,Gatamarwa,2015,Armed Assault,7.0
10.869205,12.847621,Chibok district,2015,Armed Assault,7.0
10.869205,12.847621,Chibok district,2015,Armed Assault,7.0
10.431155,13.004862,Gaya,2015,Armed Assault,30.0
10.016389,12.331667,Zange,2015,Armed Assault,0.0
10.016389,12.331667,Zange,2015,Armed Assault,0.0
11.840929,13.141459,Maiduguri,2015,Armed Assault,13.0
11.704399,11.088539,Potiskum,2015,Bombing/Explosion,6.0
11.685893,11.619161,Ngelzarma,2015,Facility/Infrastructure Attack,0.0
11.704399,11.088539,Potiskum,2015,Bombing/Explosion,13.0
11.974328,8.50026,Kano,2015,Bombing/Explosion,14.0
12.359468,14.210929,Gambaru,2015,Armed Assault,208.0
11.485018,12.311891,Goniri,2015,Armed Assault,44.0
12.081777,14.467963,Anguduram,2015,Armed Assault,0.0
12.048407,14.307922,Mudu,2015,Armed Assault,0.0
11.905833,14.248333,Musine,2015,Armed Assault,0.0
12.081777,14.467963,Kala-Balge district,2015,Armed Assault,0.0
10.611012,12.195089,Biu,2015,Bombing/Explosion,20.0
9.933333,8.883333,Jos,2015,Bombing/Explosion,5.0
9.933333,8.883333,Jos,2015,Bombing/Explosion,12.0
11.829979,12.630177,Mainok,2015,Armed Assault,14.0
11.763937,12.263129,Ngamdu,2015,Bombing/Explosion,4.0
